accession	taxid	description	kingdom	phylum	class	domain	contig
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000059l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000060l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000061l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000062l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000063l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000066l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000067l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000068l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000069l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000070l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000073l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000074l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000075l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000076l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000077l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000079l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000081l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000082l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000083l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000084l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000085l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000086l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000087l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000088l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000089l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000090l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000091l
EU123946.1	160068	Trebouxia aggregata strain SAG 219-1d NADH dehydrogenase subunit 4L (nad4L), NADH dehydrogenase subunit 6 (nad6), ATP synthase F0 subunit beta (atp4), cytochrome c oxidase subunit 3 (cox3), cytochrome c oxidase subunit 2 (cox2), and ATP synthase F0 subunit 8 (atp8) genes, complete cds; tRNA-Tyr (trnY(gua)) gene, complete sequence; ribosomal protein L16 (rpl16) gene, complete cds; tRNA-Val (trnV(uac)) and tRNA-Ser (trnS(uga)) genes, complete sequence; ribosomal protein S11 (rps11) and SecY-independant transporter protein (mttB) genes, complete cds; and tRNA-Leu (trnL(caa)) gene, complete sequence; mitochondrial	Viridiplantae	Chlorophyta	Trebouxiophyceae	Eukaryota	ptg000092l
