,T. sp. A48,T. SL0000003,descriptions
IPR031733,1,0,"Dynein attachment factor, N-terminal"
IPR042422,1,0,Coiled-coil domain-containing protein 103
IPR001041,12,6,2Fe-2S ferredoxin-type iron-sulfur binding domain
IPR006058,7,4,"2Fe-2S ferredoxin, iron-sulphur binding site"
IPR010241,3,2,"Ferredoxin [2Fe-2S], plant"
IPR036010,12,6,2Fe-2S ferredoxin-like superfamily
IPR003615,9,7,HNH nuclease
IPR029471,1,1,HNH endonuclease 5
IPR026555,2,0,KAT8 regulatory NSL complex subunit 3/Testis-expressed sequence 30 protein
IPR029059,1,0,Alpha/beta hydrolase fold-5
IPR013126,11,9,Heat shock protein 70 family
IPR018181,9,7,"Heat shock protein 70, conserved site"
IPR029047,10,7,"Heat shock protein 70kD, peptide-binding domain superfamily"
IPR029048,8,6,"Heat shock protein 70kD, C-terminal domain superfamily"
IPR012725,2,1,Chaperone DnaK
IPR001757,29,18,P-type ATPase
IPR004014,9,6,"Cation-transporting P-type ATPase, N-terminal"
IPR006068,8,7,"Cation-transporting P-type ATPase, C-terminal"
IPR008250,46,31,"P-type ATPase, A domain superfamily"
IPR018303,46,30,"P-type ATPase, phosphorylation site"
IPR023298,45,34,"P-type ATPase, transmembrane domain superfamily"
IPR023299,48,33,"P-type ATPase, cytoplasmic domain N"
IPR044492,26,15,"P-type ATPase, haloacid dehalogenase domain"
IPR018392,14,9,LysM domain
IPR036779,12,8,LysM domain superfamily
IPR045030,2,2,LysM and putative peptidoglycan-binding domain-containing protein 1-4
IPR013087,29,19,Zinc finger C2H2-type
IPR014722,16,13,"Ribosomal protein L2, domain 2"
IPR019447,1,1,"DNA/RNA-binding protein Kin17, WH-like domain"
IPR036236,17,14,Zinc finger C2H2 superfamily
IPR037321,1,1,KIN17-like protein
IPR038254,1,1,"DNA/RNA-binding protein KIN17, WH-like domain superfamily"
IPR041330,1,1,"KN17, SH3-like C-terminal domain"
IPR041995,1,1,"Kin17, KOW domain"
IPR000150,2,1,Cof family
IPR002036,2,1,Endoribonuclease YbeY
IPR006379,6,4,"HAD-superfamily hydrolase, subfamily IIB"
IPR000683,9,7,"Gfo/Idh/MocA-like oxidoreductase, N-terminal"
IPR017053,1,1,"Response regulator B-type, plant"
IPR013594,6,5,"Dynein heavy chain, tail"
IPR026983,4,5,Dynein heavy chain
IPR010916,1,0,"TonB box, conserved site"
IPR007719,2,2,"Phytochelatin synthase, N-terminal catalytic domain"
IPR038156,2,2,"Phytochelatin synthase, N-terminal domain superfamily"
IPR040409,2,2,Phytochelatin synthase
IPR010420,6,5,"CASTOR/POLLUX/SYM8 ion channel, conserved domain"
IPR044849,7,7,Ion channel CASTOR/POLLUX/SYM8-like
IPR003406,3,3,"Glycosyl transferase, family 14"
IPR044174,2,2,Glycosyltransferase BC10-like
IPR001715,8,8,Calponin homology domain
IPR004953,1,1,"EB1, C-terminal"
IPR027328,1,1,Microtubule-associated protein RP/EB
IPR036133,1,1,"EB1, C-terminal domain superfamily"
IPR036872,10,9,CH domain superfamily
IPR000008,28,25,C2 domain
IPR031468,12,10,Synaptotagmin-like mitochondrial-lipid-binding domain
IPR035892,37,35,C2 domain superfamily
IPR039010,6,4,"Synaptotagmin, SMP domain"
IPR045050,12,8,"Synaptotagmin, plant"
IPR021138,2,0,"60S ribosomal protein L18a/ L20, eukaryotes"
IPR023573,2,1,Ribosomal protein 50S-L18Ae/60S-L20/60S-L18A
IPR028877,2,1,50S ribosomal protein L18Ae/60S ribosomal protein L20 and L18a
IPR001841,115,50,"Zinc finger, RING-type"
IPR024766,5,3,"Zinc finger, RING-H2-type"
IPR040176,2,1,RING finger protein RNF121/RNF175
IPR005552,3,3,Scramblase
IPR025659,14,5,"Tubby-like, C-terminal"
IPR004843,41,27,"Calcineurin-like phosphoesterase domain, ApaH type"
IPR029052,57,36,Metallo-dependent phosphatase-like
IPR002139,4,2,Ribokinase/fructokinase
IPR011611,13,11,Carbohydrate kinase PfkB
IPR044515,2,2,Ankyrin repeat and BTB/POZ domain-containing protein 1-like
IPR005822,4,3,Ribosomal protein L13
IPR005823,2,2,"Ribosomal protein L13, bacterial-type"
IPR023563,1,1,"Ribosomal protein L13, conserved site"
IPR036899,4,3,Ribosomal protein L13 superfamily
IPR000589,3,2,Ribosomal protein S15
IPR005290,2,1,"Ribosomal protein S15, bacterial-type"
IPR009068,3,3,"S15/NS1, RNA-binding"
IPR039301,1,0,Protein Sip5/DA2
IPR020472,55,42,G-protein beta WD-40 repeat
IPR039241,2,1,
IPR006569,9,6,CID domain
IPR008942,16,13,ENTH/VHS
IPR045154,1,1,Protein PCF11-like
IPR001163,11,8,"Sm domain, eukaryotic/archaea-type"
IPR010920,22,18,LSM domain superfamily
IPR027141,3,3,"Like-Sm (LSM) domain containing protein, LSm4/SmD1/SmD3"
IPR034101,1,1,Sm-like protein Lsm4
IPR018997,7,4,PUB domain
IPR036339,7,4,PUB-like domain superfamily
IPR002804,1,1,Archease
IPR023572,1,1,Archease domain
IPR036820,1,1,Archease domain superfamily
IPR002133,1,1,S-adenosylmethionine synthetase
IPR022628,1,1,"S-adenosylmethionine synthetase, N-terminal"
IPR022629,1,1,"S-adenosylmethionine synthetase, central domain"
IPR022630,1,1,"S-adenosylmethionine synthetase, C-terminal"
IPR022631,1,1,"S-adenosylmethionine synthetase, conserved site"
IPR022636,1,1,S-adenosylmethionine synthetase superfamily
IPR004277,1,1,Phosphatidyl serine synthase
IPR013657,3,1,SLC35B1-4/HUT1
IPR002167,1,0,Graves disease carrier protein
IPR000489,2,3,Pterin-binding domain
IPR003726,2,3,Homocysteine-binding domain
IPR003759,1,1,"Cobalamin (vitamin B12)-binding module, cap domain"
IPR004223,1,1,"Vitamin B12-dependent methionine synthase, activation domain"
IPR006158,1,1,Cobalamin (vitamin B12)-binding domain
IPR011005,3,4,Dihydropteroate synthase-like
IPR011822,1,1,Cobalamin-dependent methionine synthase
IPR033706,1,1,"Methionine synthase, B12-binding domain"
IPR036589,2,3,Homocysteine-binding domain superfamily
IPR036594,1,1,Methionine synthase domain
IPR036724,1,1,Cobalamin-binding domain superfamily
IPR037010,1,1,"Vitamin B12-dependent methionine synthase, activation domain superfamily"
IPR018799,1,1,TRAF3-interacting protein 1
IPR040468,1,1,"TRAF3-interacting protein 1, N-terminal"
IPR041476,1,1,"TRAF3-interacting protein 1, C-terminal domain"
IPR042576,1,1,"TRAF3-interacting protein 1, N-terminal domain superfamily"
IPR000104,4,0,"Antifreeze protein, type I"
IPR006311,8,2,"Twin-arginine translocation pathway, signal sequence"
IPR018849,2,1,"Nucleolar 27S pre-rRNA processing, Urb2/Npa2, C-terminal"
IPR004887,1,1,"Glutathione synthase, substrate-binding domain"
IPR005615,1,1,Glutathione synthase
IPR014042,1,1,"Glutathione synthase, alpha-helical"
IPR014049,1,1,"Glutathione synthase, N-terminal, eukaryotic"
IPR014709,1,1,"Glutathione synthase, C-terminal, eukaryotic"
IPR016185,9,8,Pre-ATP-grasp domain superfamily
IPR037013,1,1,"Glutathione synthase, substrate-binding domain superfamily"
IPR011701,39,34,Major facilitator superfamily
IPR020846,51,44,Major facilitator superfamily domain
IPR044770,2,1,Protein spinster-like
IPR017907,50,20,"Zinc finger, RING-type, conserved site"
IPR033438,1,1,Modulator of levamisole receptor-1
IPR000014,10,9,PAS domain
IPR035965,12,9,PAS domain superfamily
IPR012890,2,1,Intron Large complex component GCFC2-like
IPR022783,3,2,"GCF, C-terminal"
IPR024053,5,0,"von Hippel-Lindau disease tumour suppressor, beta domain"
IPR024079,4,3,"Metallopeptidase, catalytic domain superfamily"
IPR036208,5,0,VHL superfamily
IPR037140,5,0,"von Hippel-Lindau disease tumour suppressor, beta domain superfamily"
IPR044712,6,3,NAD/FAD transporter SLC25A32-like
IPR002935,4,3,Class I-like SAM-dependent O-methyltransferase
IPR004838,6,6,"Aminotransferases, class-I, pyridoxal-phosphate-binding site"
IPR006603,7,5,PQ-loop repeat
IPR016817,2,1,Mannose-P-dolichol utilization defect 1 protein
IPR000182,42,25,GNAT domain
IPR017380,1,1,"Histone acetyltransferase type B, catalytic subunit"
IPR019467,1,1,Histone acetyl transferase HAT1 N-terminal
IPR037113,1,1,"Histone acetyl transferase 1, N-terminal domain superfamily"
IPR028160,1,0,Ribosome biogenesis protein Slx9-like
IPR003140,3,1,Phospholipase/carboxylesterase/thioesterase
IPR000608,26,18,Ubiquitin-conjugating enzyme E2
IPR001353,16,17,"Proteasome, subunit alpha/beta"
IPR016050,7,7,"Proteasome beta-type subunit, conserved site"
IPR023333,9,9,Proteasome B-type subunit
IPR029055,31,31,"Nucleophile aminohydrolases, N-terminal"
IPR035202,1,1,
IPR001611,89,55,Leucine-rich repeat
IPR032675,186,106,Leucine-rich repeat domain superfamily
IPR006156,1,0,Dihydroneopterin aldolase
IPR006157,1,0,Dihydroneopterin aldolase/epimerase domain
IPR043133,2,1,"GTP cyclohydrolase I, C-terminal/NADPH-dependent 7-cyano-7-deazaguanine reductase"
IPR008775,8,7,Phytanoyl-CoA dioxygenase-like
IPR000639,11,8,Epoxide hydrolase-like
IPR002550,4,3,"CNNM, transmembrane domain"
IPR045095,4,3,Ancient conserved domain protein family
IPR039905,4,3,CD2 antigen cytoplasmic tail-binding protein 2/Lin1
IPR000425,11,7,Major intrinsic protein
IPR022357,7,5,"Major intrinsic protein, conserved site"
IPR023271,14,10,Aquaporin-like
IPR034294,10,6,Aquaporin transporter
IPR004907,1,1,"ATPase, V1 complex, subunit C"
IPR036132,1,1,Vacuolar ATP synthase subunit C superfamily
IPR002477,2,1,Peptidoglycan binding-like
IPR036365,2,1,PGBD-like superfamily
IPR036366,2,1,PGBD superfamily
IPR007117,8,2,"Expansin, cellulose-binding-like domain"
IPR036749,11,6,"Expansin, cellulose-binding-like domain superfamily"
IPR036908,17,17,RlpA-like domain superfamily
IPR015655,14,12,Protein phosphatase 2C family
IPR003582,12,4,ShKT domain
IPR009011,4,2,Mannose-6-phosphate receptor binding domain superfamily
IPR012913,3,1,Protein OS9-like domain
IPR044865,4,1,MRH domain
IPR045149,3,0,Protein OS-9-like
IPR002933,12,9,Peptidase M20
IPR011650,7,5,"Peptidase M20, dimerisation domain"
IPR017932,9,8,Glutamine amidotransferase type 2 domain
IPR026869,1,1,Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase EgtC-like
IPR002088,2,2,"Protein prenyltransferase, alpha subunit"
IPR032955,1,1,
IPR002415,2,2,"H/ACA ribonucleoprotein complex, subunit Nhp2-like"
IPR004037,3,3,Ribosomal protein L7Ae conserved site
IPR004038,6,5,Ribosomal protein L7Ae/L30e/S12e/Gadd45
IPR018492,3,3,Ribosomal protein L7Ae/L8/Nhp2 family
IPR029064,10,8,50S ribosomal protein L30e-like
IPR000409,4,3,BEACH domain
IPR018391,5,1,Pyrrolo-quinoline quinone beta-propeller repeat
IPR023362,3,1,PH-BEACH domain
IPR036372,4,3,BEACH domain superfamily
IPR004911,2,0,Gamma interferon inducible lysosomal thiol reductase GILT
IPR007065,4,2,HPP
IPR003000,7,5,Sirtuin family
IPR026590,7,5,"Sirtuin family, catalytic core domain"
IPR026591,4,3,"Sirtuin, catalytic core small domain superfamily"
IPR029035,14,12,DHS-like NAD/FAD-binding domain superfamily
IPR011335,8,7,Restriction endonuclease type II-like
IPR011604,5,5,PD-(D/E)XK endonuclease-like domain superfamily
IPR019080,2,2,YqaJ viral recombinase
IPR002104,1,1,"Integrase, catalytic domain"
IPR011010,4,3,"DNA breaking-rejoining enzyme, catalytic core"
IPR013762,2,2,"Integrase-like, catalytic domain superfamily"
IPR013078,27,18,"Histidine phosphatase superfamily, clade-1"
IPR029033,31,20,Histidine phosphatase superfamily
IPR002821,2,2,Hydantoinase A/oxoprolinase
IPR003692,1,1,Hydantoinase B/oxoprolinase
IPR008040,2,2,"Hydantoinase/oxoprolinase, N-terminal"
IPR045079,3,2,Oxoprolinase family
IPR013780,19,17,"Glycosyl hydrolase, all-beta"
IPR039514,5,2,"Endo-beta-1,6-galactanase-like"
IPR039743,5,2,"Endo-beta-1,6-galactanase/Exo-beta-1,6-galactobiohydrolase"
IPR001806,17,16,Small GTPase
IPR005225,46,38,Small GTP-binding protein domain
IPR009543,3,3,"Vacuolar protein sorting-associated protein 13, VPS13 adaptor binding domain"
IPR026847,3,3,Vacuolar protein sorting-associated protein 13
IPR031646,4,3,"Vacuolar protein sorting-associated protein 13, extended chorein"
IPR001910,4,3,Inosine/uridine-preferring nucleoside hydrolase domain
IPR015910,1,0,"Inosine/uridine-preferring nucleoside hydrolase, conserved site"
IPR023186,2,2,Inosine/uridine-preferring nucleoside hydrolase
IPR036452,4,3,Ribonucleoside hydrolase-like
IPR016818,1,1,Nitric oxide synthase-interacting protein
IPR031790,1,1,"Nitric oxide synthase-interacting protein, zinc-finger"
IPR008266,33,19,"Tyrosine-protein kinase, active site"
IPR001844,3,3,Chaperonin Cpn60/GroEL
IPR002423,12,13,Chaperonin Cpn60/GroEL/TCP-1 family
IPR018370,3,3,"Chaperonin Cpn60, conserved site"
IPR027409,12,13,GroEL-like apical domain superfamily
IPR027410,11,10,TCP-1-like chaperonin intermediate domain superfamily
IPR027413,11,12,GroEL-like equatorial domain superfamily
IPR044560,1,1,Monooxygenase/2-heptyl-3-hydroxy-4(1H)-quinolone synthase
IPR009686,1,1,"Senescence/spartin-associated, C-terminal"
IPR045036,1,1,Spartin-like
IPR013702,2,1,"FIST domain, N-terminal"
IPR016741,1,0,Uncharacterised conserved protein UCP018953
IPR019494,2,1,"FIST, C-domain"
IPR000237,3,3,GRIP domain
IPR002083,7,4,MATH/TRAF domain
IPR008974,7,5,TRAF-like
IPR001373,4,5,"Cullin, N-terminal"
IPR016158,4,4,Cullin homology domain
IPR016159,6,6,Cullin repeat-like-containing domain superfamily
IPR019559,3,3,"Cullin protein, neddylation domain"
IPR036317,4,4,Cullin homology domain superfamily
IPR045093,3,4,Cullin
IPR005828,24,21,"Major facilitator, sugar transporter-like"
IPR003697,2,2,Nucleoside triphosphate pyrophosphatase Maf-like protein
IPR030616,8,7,Aurora kinase-like
IPR007621,4,1,TPM domain
IPR006838,3,0,ADTRP/AIG1
IPR021418,1,1,"THO complex, subunitTHOC2, C-terminal"
IPR021726,1,1,"THO complex, subunitTHOC2, N-terminal"
IPR032302,1,1,"THO complex subunit 2, N-terminal domain"
IPR040007,1,1,THO complex subunit 2
IPR004871,4,4,"Cleavage/polyadenylation specificity factor, A subunit, C-terminal"
IPR018846,6,6,"Cleavage/polyadenylation specificity factor, A subunit, N-terminal"
IPR004821,5,4,Cytidyltransferase-like domain
IPR002498,3,4,"Phosphatidylinositol-4-phosphate 5-kinase, core"
IPR003409,15,12,MORN repeat
IPR023610,2,3,Phosphatidylinositol-4-phosphate 5-kinase
IPR027484,3,3,"Phosphatidylinositol-4-phosphate 5-kinase, N-terminal"
IPR006083,6,5,Phosphoribulokinase/uridine kinase
IPR023577,2,2,CYTH domain
IPR033469,2,2,CYTH-like domain superfamily
IPR006634,8,7,TRAM/LAG1/CLN8 homology domain
IPR040327,1,1,TLC domain-containing protein At5g14285-like
IPR044245,2,1,SprT-like domain-containing protein Spartan
IPR039889,1,1,Coiled-coil domain-containing protein 33
IPR000770,10,8,SAND domain
IPR010919,10,8,SAND-like domain superfamily
IPR004808,6,6,AP endonuclease 1
IPR005135,18,9,Endonuclease/exonuclease/phosphatase
IPR020848,2,1,"AP endonuclease 1, conserved site"
IPR036691,25,18,Endonuclease/exonuclease/phosphatase superfamily
IPR010400,2,2,PITH domain
IPR037047,2,2,PITH domain superfamily
IPR045099,2,2,PITH domain-containing protein 1-like
IPR023827,6,6,"Peptidase S8, subtilisin, Asp-active site"
IPR034204,3,2,Subtilisin SUB1-like catalytic domain
IPR014923,1,0,Protein of unknown function DUF1802
IPR022751,7,6,Alpha-mannosyltransferase
IPR004282,1,1,"Chloroplast envelope membrane protein, CemA"
IPR029071,60,37,Ubiquitin-like domain superfamily
IPR039540,1,1,"UBL3-like, ubiquitin domain"
IPR040015,1,1,UBL3-like
IPR018501,5,5,DDT domain
IPR004045,28,24,"Glutathione S-transferase, N-terminal"
IPR036282,38,33,"Glutathione S-transferase, C-terminal domain superfamily"
IPR040079,19,14,Glutathione transferase family
IPR018253,22,16,"DnaJ domain, conserved site"
IPR026894,3,3,"DNAJ-containing protein, X-domain"
IPR002893,14,2,"Zinc finger, MYND-type"
IPR014980,3,2,"Dopa 4,5-dioxygenase"
IPR023389,3,2,DOPA-like superfamily
IPR003959,81,62,"ATPase, AAA-type, core"
IPR003960,34,30,"ATPase, AAA-type, conserved site"
IPR034732,9,5,Extended PHD (ePHD) domain
IPR041569,31,27,"AAA ATPase, AAA+ lid domain"
IPR001619,8,5,Sec1-like protein
IPR027482,5,4,"Sec1-like, domain 2"
IPR036045,8,4,Sec1-like superfamily
IPR043127,3,3,"Sec1-like, domain 3a"
IPR043154,5,4,"Sec1-like, domain 1"
IPR000477,12,1,Reverse transcriptase domain
IPR003386,2,2,Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase
IPR003958,7,4,Transcription factor CBF/NF-Y/archaeal histone domain
IPR009072,66,49,Histone-fold
IPR027116,2,0,
IPR011387,1,1,Translation initiation factor 2A
IPR013979,2,2,"Translation initiation factor, beta propellor-like domain"
IPR013105,7,3,Tetratricopeptide repeat 2
IPR025487,48,9,Probable Zinc-ribbon domain
IPR000850,11,9,Adenylate kinase/UMP-CMP kinase
IPR006259,3,3,Adenylate kinase subfamily
IPR033690,7,6,"Adenylate kinase, conserved site"
IPR010625,2,1,CHCH
IPR016680,1,0,"NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 8"
IPR001976,1,1,Ribosomal protein S24e
IPR012678,4,4,Ribosomal protein L23/L15e core domain superfamily
IPR018098,1,1,Ribosomal S24e conserved site
IPR002715,2,2,Nascent polypeptide-associated complex NAC domain
IPR016641,1,1,Nascent polypeptide-associated complex subunit alpha
IPR038187,2,2,NAC A/B domain superfamily
IPR044034,2,2,"Nascent polypeptide-associated complex subunit alpha-like, UBA domain"
IPR002713,3,3,FF domain
IPR036517,3,3,FF domain superfamily
IPR045148,1,1,Transcription elongation regulator 1-like
IPR044995,2,2,Thiocyanate methyltransferase/thiol methyltransferase
IPR006689,11,8,"Small GTPase superfamily, ARF/SAR type"
IPR002683,10,10,"PsbP, C-terminal"
IPR016123,14,13,"Mog1/PsbP, alpha/beta/alpha sandwich"
IPR003395,9,8,"RecF/RecN/SMC, N-terminal"
IPR010935,6,5,SMCs flexible hinge
IPR024704,5,3,Structural maintenance of chromosomes protein
IPR036277,9,9,SMCs flexible hinge superfamily
IPR041738,1,1,
IPR005123,24,16,Oxoglutarate/iron-dependent dioxygenase
IPR044862,18,10,"Prolyl 4-hydroxylase alpha subunit, Fe(2+) 2OG dioxygenase domain"
IPR001380,2,1,Ribosomal protein L13e
IPR040265,1,1,Protein CHUP1-like
IPR003591,37,22,"Leucine-rich repeat, typical subtype"
IPR003388,2,2,Reticulon
IPR045064,1,1,
IPR039884,1,1,Coiled-coil domain-containing protein R3HC1/R3HCL
IPR001494,13,8,"Importin-beta, N-terminal domain"
IPR013598,4,4,Exportin-1/Importin-beta-like
IPR000791,3,4,Acetate transporter GPR1/FUN34/SatP family
IPR006676,1,0,tRNA-splicing endonuclease
IPR006677,2,2,"tRNA intron endonuclease, catalytic domain-like"
IPR011856,3,2,tRNA endonuclease-like domain superfamily
IPR036167,3,2,"tRNA intron endonuclease, catalytic domain-like superfamily"
IPR004012,3,1,RUN domain
IPR025258,1,1,Rubicon Homology Domain
IPR027856,3,0,Protein of unknown function DUF4573
IPR036871,6,5,PX domain superfamily
IPR037213,3,1,RUN domain superfamily
IPR008551,3,1,Transport and Golgi organisation protein 2
IPR012766,2,1,"Alpha,alpha-trehalose-phosphate synthase"
IPR000652,2,2,Triosephosphate isomerase
IPR020861,2,2,"Triosephosphate isomerase, active site"
IPR022896,2,2,"Triosephosphate isomerase, bacterial/eukaryotic"
IPR035990,2,2,Triosephosphate isomerase superfamily
IPR007612,7,2,LURP-one-related
IPR038595,7,2,LURP-one-related superfamily
IPR044053,2,2,Hydroxylase/desaturase AsaB-like
IPR001849,22,9,Pleckstrin homology domain
IPR010473,1,1,"Formin, GTPase-binding domain"
IPR015425,6,5,"Formin, FH2 domain"
IPR042201,6,6,"Formin, FH2 domain superfamily"
IPR007590,2,2,Saf4/Yju2 protein
IPR044640,1,1,U2 small nuclear ribonucleoprotein A'
IPR000679,15,7,"Zinc finger, GATA-type"
IPR013088,15,7,"Zinc finger, NHR/GATA-type"
IPR044589,1,1,GATA transcription factor 26/27
IPR004653,1,1,tRNA-dihydrouridine(20/20a) synthase
IPR018517,5,4,"tRNA-dihydrouridine synthase, conserved site"
IPR035587,5,4,"DUS-like, FMN-binding domain"
IPR013698,1,1,Squalene epoxidase
IPR040125,1,1,Squalene monooxygenase
IPR040156,2,1,Electron transfer flavoprotein-ubiquinone oxidoreductase
IPR018851,1,1,"Borealin, N-terminal"
IPR007594,3,1,RFT1
IPR000754,2,2,Ribosomal protein S9
IPR014721,26,23,"Ribosomal protein S5 domain 2-type fold, subgroup"
IPR020568,43,40,Ribosomal protein S5 domain 2-type fold
