,T. sp. A48,T. SL0000003,descriptions
PF15247,3,0,Histone RNA hairpin-binding protein RNA-binding domain
PF00919,2,1,Uncharacterized protein family UPF0004
PF01938,1,0,TRAM domain
PF06839,5,2,GRF zinc finger
PF10260,3,0,Uncharacterized conserved domain (SAYSvFN)
PF08612,1,0,TATA-binding related factor (TRF) of subunit 20 of Mediator complex
PF05008,1,0,Vesicle transport v-SNARE protein N-terminus
PF04192,2,0,Utp21 specific WD40 associated putative domain
PF06419,1,0,Conserved oligomeric complex COG6
PF07004,5,3,Sperm-tail PG-rich repeat
PF05843,1,0,Suppressor of forked protein (Suf)
PF19326,1,0,AMP deaminase
PF18323,1,1,Cop9 signalosome subunit 5 C-terminal domain
PF13555,1,1,P-loop containing region of AAA domain
PF04004,1,1,Leo1-like protein
PF08648,1,1,U4/U6.U5 small nuclear ribonucleoproteins
PF18101,2,1,Pan3 Pseudokinase domain
PF01808,1,1,AICARFT/IMPCHase bienzyme
PF16131,3,2,Torus domain
PF20210,1,1,Laa1/Sip1/HEATR5 HEAT repeat region
PF00204,3,2,DNA gyrase B
PF00521,4,2,"DNA gyrase/topoisomerase IV, subunit A"
PF01751,7,4,Toprim domain
PF16898,2,1,C-terminal associated domain of TOPRIM
PF10033,1,1,Autophagy-related protein 13
PF16575,4,2,mRNA cleavage and polyadenylation factor CLP1 P-loop
PF14538,2,1,Raptor N-terminal CASPase like domain
PF04511,2,2,Der1-like family
PF01112,4,1,Asparaginase
PF03941,2,1,"Inner centromere protein, ARK binding region"
PF10391,3,2,Fingers domain of DNA polymerase lambda
PF14792,2,1,DNA polymerase beta palm
PF00682,3,2,HMGL-like
PF09801,1,1,Integral membrane protein S linking to the trans Golgi network
PF03463,2,2,eRF1 domain 1
PF03464,2,2,eRF1 domain 2
PF03465,2,2,eRF1 domain 3
PF00638,2,2,RanBP1 domain
PF08911,1,1,NUP50 (Nucleoporin 50 kDa)
PF03110,2,1,SBP domain
PF06584,1,1,DIRP
PF00977,2,2,Histidine biosynthesis protein
PF14237,3,1,GYF domain 2
PF07970,3,3,Endoplasmic reticulum vesicle transporter
PF13850,3,2,Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)
PF03088,2,2,Strictosidine synthase
PF20067,2,1,"Strictosidine synthase-like, N-terminal"
PF05047,2,1,Mitochondrial ribosomal protein L51 / S25 / CI-B8 domain
PF02681,2,1,Divergent PAP2 family
PF06964,1,1,Alpha-L-arabinofuranosidase C-terminal domain
PF04446,1,1,tRNAHis guanylyltransferase
PF14413,1,1,Thg1 C terminal domain
PF05916,2,2,GINS complex protein
PF01119,3,3,"DNA mismatch repair protein, C-terminal domain"
PF08676,2,2,MutL C terminal dimerisation domain
PF05871,1,0,ESCRT-II complex subunit
PF14518,1,1,Iron-containing redox enzyme
PF14531,2,0,Kinase-like
PF01583,3,2,Adenylylsulphate kinase
PF08433,2,1,Chromatin associated protein KTI12
PF01869,1,0,BadF/BadG/BcrA/BcrD ATPase family
PF01658,1,1,Myo-inositol-1-phosphate synthase
PF07994,1,1,Myo-inositol-1-phosphate synthase
PF05179,1,1,"RNA pol II accessory factor, Cdc73 family, C-terminal"
PF00736,1,1,EF-1 guanine nucleotide exchange domain
PF01230,3,2,HIT domain
PF11969,4,2,Scavenger mRNA decapping enzyme C-term binding
PF09382,1,0,RQC domain
PF02209,1,1,Villin headpiece domain
PF06883,1,1,"RNA polymerase I, Rpa2 specific domain"
PF09412,1,1,Endoribonuclease XendoU
PF01261,2,4,Xylose isomerase-like TIM barrel
PF17808,5,2,Fn3-like domain from Purple Acid Phosphatase
PF00641,2,2,Zn-finger in Ran binding protein and others
PF01262,1,1,"Alanine dehydrogenase/PNT, C-terminal domain"
PF02233,1,1,NAD(P) transhydrogenase beta subunit
PF05222,1,1,"Alanine dehydrogenase/PNT, N-terminal domain"
PF12769,1,1,"4TM region of pyridine nucleotide transhydrogenase, mitoch"
PF03169,2,1,OPT oligopeptide transporter protein
PF10013,1,1,Uncharacterized protein conserved in bacteria (DUF2256)
PF10408,2,2,Ubiquitin elongating factor core
PF05557,1,1,Mitotic checkpoint protein
PF07082,1,1,Protein of unknown function (DUF1350)
PF01929,1,1,Ribosomal protein L14
PF04739,1,1,"5'-AMP-activated protein kinase beta subunit, interaction domain"
PF08694,1,1,Ubiquitin-fold modifier-conjugating enzyme 1
PF02271,1,1,Ubiquinol-cytochrome C reductase complex 14kD subunit
PF03006,2,1,Haemolysin-III related
PF01565,6,6,FAD binding domain
PF04030,3,3,"D-arabinono-1,4-lactone oxidase"
PF16679,1,1,DNA replication factor Cdt1 C-terminal domain
PF06110,2,1,Eukaryotic protein of unknown function (DUF953)
PF03219,2,2,TLC ATP/ADP transporter
PF14681,3,2,Uracil phosphoribosyltransferase
PF02841,1,1,"Guanylate-binding protein, C-terminal domain"
PF08609,2,2,Nucleotide exchange factor Fes1
PF03834,1,1,Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
PF01637,1,0,ATPase domain predominantly from Archaea
PF06859,1,1,Bicoid-interacting protein 3 (Bin3)
PF00789,12,10,UBX domain
PF02099,2,1,Josephin
PF01070,2,2,FMN-dependent dehydrogenase
PF04422,1,1,"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term"
PF04432,1,1,"Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus"
PF04106,1,0,Autophagy protein Apg5
PF00187,2,0,Chitin recognition protein
PF01522,2,3,Polysaccharide deacetylase
PF04389,5,2,Peptidase family M28
PF05182,1,1,Fip1 motif
PF19310,1,1,"Neurolysin/Thimet oligopeptidase, N-terminal domain"
PF01213,1,1,Adenylate cyclase associated (CAP) N terminal
PF08603,1,1,Adenylate cyclase associated (CAP) C terminal
PF02492,9,7,"CobW/HypB/UreG, nucleotide-binding domain"
PF06454,1,1,THH1/TOM1/TOM3 domain
PF01964,1,1,Radical SAM ThiC family
PF13667,1,0,ThiC-associated domain
PF16399,1,0,Intron-binding protein aquarius N-terminus
PF05757,2,2,Oxygen evolving enhancer protein 3 (PsbQ)
PF02197,2,1,Regulatory subunit of type II PKA R-subunit
PF16922,1,1,DNA replication complex GINS protein SLD5 C-terminus
PF04129,1,1,Vps52 / Sac2 family
PF11378,1,1,Protein of unknown function (DUF3181)
PF03914,5,3,CBF/Mak21 family
PF13813,2,1,Membrane bound O-acyl transferase family
PF03232,1,1,Ubiquinone biosynthesis protein COQ7
PF09734,1,1,RNA polymerase III transcription factor (TF)IIIC subunit HTH domain
PF17682,1,1,Tau95 Triple barrel domain
PF16503,1,1,Zinc-ribbon
PF18035,1,0,Bap31/Bap29 cytoplasmic coiled-coil domain
PF06966,1,1,Protein of unknown function (DUF1295)
PF15862,1,0,Coilin N-terminus
PF05786,1,1,Condensin complex subunit 2
PF08672,1,1,Anaphase promoting complex (APC) subunit 2
PF02046,1,1,Cytochrome c oxidase subunit VIa
PF15296,1,1,Codanin-1 C-terminus
PF09752,1,1,Alpha/beta hydrolase domain containing 18
PF02436,1,0,Conserved carboxylase domain
PF16725,1,1,Nucleolin binding domain
PF04950,2,1,40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal
PF08142,2,2,AARP2CN (NUC121) domain
PF16093,1,0,Proteasome assembly chaperone 4
PF04869,1,0,"Uso1 / p115 like vesicle tethering protein, head region"
PF04871,1,0,"Uso1 / p115 like vesicle tethering protein, C terminal region"
PF04931,1,1,DNA polymerase phi
PF19833,1,1,"ATP-dependent DNA helicase RecG, domain 3, C-terminal"
PF07289,1,1,Bardet-Biedl syndrome 5 protein
PF14470,1,1,Bacterial PH domain
PF02886,1,1,"LBP / BPI / CETP family, C-terminal domain"
PF08424,1,1,"NRDE-2, necessary for RNA interference"
PF15469,3,0,Exocyst complex component Sec5
PF13864,2,2,Calmodulin-binding
PF04573,1,0,Signal peptidase subunit
PF02390,2,2,Putative methyltransferase
PF01513,3,2,ATP-NAD kinase N-terminal domain
PF20143,3,3,ATP-NAD kinase C-terminal domain
PF15306,1,0,LIN37
PF01729,1,0,"Quinolinate phosphoribosyl transferase, C-terminal domain"
PF02749,1,0,"Quinolinate phosphoribosyl transferase, N-terminal domain"
PF03822,1,0,NAF domain
PF05684,2,1,Protein of unknown function (DUF819)
PF19263,2,2,Family of unknown function (DUF5906)
PF07726,3,2,ATPase family associated with various cellular activities (AAA)
PF17867,3,2,Midasin AAA lid domain
PF01780,1,0,Ribosomal L37ae protein family
PF05753,1,0,Translocon-associated protein beta (TRAPB)
PF00933,1,1,Glycosyl hydrolase family 3 N terminal domain
PF01915,1,1,Glycosyl hydrolase family 3 C-terminal domain
PF14310,1,1,Fibronectin type III-like domain
PF03024,1,0,Folate receptor family
PF08661,1,1,Replication factor A protein 3
PF03813,2,1,Nrap protein domain 1
PF17403,2,1,Nrap protein PAP/OAS-like domain
PF17404,2,1,Nrap protein domain 3
PF17405,2,1,Nrap protein nucleotidyltransferase domain 4
PF17406,2,1,Nrap protein PAP/OAS1-like domain 5
PF17407,2,1,Nrap protein domain 6
PF01746,1,1,tRNA (Guanine-1)-methyltransferase
PF06705,1,1,SF-assemblin/beta giardin
PF01151,1,1,GNS1/SUR4 family
PF10505,1,1,NMDA receptor-regulated gene protein 2 C-terminus
PF04158,1,1,Sof1-like domain
PF03638,4,2,"Tesmin/TSO1-like CXC domain, cysteine-rich domain"
PF07712,1,1,Stress up-regulated Nod 19
PF12974,4,3,"ABC transporter, phosphonate, periplasmic substrate-binding protein"
PF15239,1,1,Domain of unknown function (DUF4586)
PF08743,1,1,Nse4 C-terminal
PF01008,4,4,Initiation factor 2 subunit family
PF01205,2,3,Uncharacterized protein family UPF0029
PF16969,1,1,RNA-binding signal recognition particle 68
PF02464,1,1,Competence-damaged protein
PF05834,2,2,Lycopene cyclase protein
PF07264,1,2,Etoposide-induced protein 2.4 (EI24)
PF02445,1,1,Quinolinate synthetase A protein
PF11267,1,1,Domain of unknown function (DUF3067)
PF05495,6,3,CHY zinc finger
PF01082,1,0,"Copper type II ascorbate-dependent monooxygenase, N-terminal domain"
PF03712,1,1,"Copper type II ascorbate-dependent monooxygenase, C-terminal domain"
PF02900,1,1,Catalytic LigB subunit of aromatic ring-opening dioxygenase
PF07780,1,1,Spb1 C-terminal domain
PF11861,2,1,Domain of unknown function (DUF3381)
PF02580,1,0,D-Tyr-tRNA(Tyr) deacylase
PF14647,1,1,FAM91 N-terminus
PF14648,1,1,FAM91 C-terminus
PF04049,1,1,Anaphase promoting complex subunit 8 / Cdc23
PF10199,2,1,Alpha and gamma adaptin binding protein p34
PF00311,1,1,Phosphoenolpyruvate carboxylase
PF05645,1,1,RNA polymerase III subunit RPC82
PF08221,1,1,RNA polymerase III subunit RPC82 helix-turn-helix domain
PF14727,1,1,PTHB1 N-terminus
PF14728,1,1,PTHB1 C-terminus
PF02536,2,2,mTERF
PF11931,1,1,SF3a60/Prp9 C-terminal
PF13297,2,2,Replication stress response SDE2 C-terminal
PF16837,1,1,"Pre-mRNA-splicing factor SF3A3, of SF3a complex, Prp9"
PF03989,2,2,"DNA gyrase C-terminal domain, beta-propeller"
PF05705,3,3,Eukaryotic protein of unknown function (DUF829)
PF01632,2,0,Ribosomal protein L35
PF02567,1,1,Phenazine biosynthesis-like protein
PF04567,1,1,"RNA polymerase Rpb2, domain 5"
PF15780,1,1,"Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin"
PF14781,1,1,"Ciliary BBSome complex subunit 2, N-terminal"
PF14782,1,1,"Ciliary BBSome complex subunit 2, C-terminal"
PF14783,2,1,"Ciliary BBSome complex subunit 2, middle region"
PF09991,1,1,Predicted membrane protein (DUF2232)
PF00686,7,5,Starch binding domain
PF14698,1,1,Argininosuccinate lyase C-terminal
PF14966,1,1,DNA repair REX1-B
PF06991,1,1,Microfibril-associated/Pre-mRNA processing
PF09088,1,1,MIF4G like
PF09090,1,1,MIF4G like
PF09755,1,1,Uncharacterized conserved protein H4 (DUF2046)
PF07059,5,4,"Protein ENHANCED DISEASE RESISTANCE 2, C-terminal"
PF11816,1,1,Domain of unknown function (DUF3337)
PF14852,1,1,Fis1 N-terminal tetratricopeptide repeat
PF11527,2,1,The ARF-like 2 binding protein BART
PF10032,1,1,Phosphate transport (Pho88)
PF11940,1,1,Domain of unknown function (DUF3458) Ig-like fold
PF17432,1,1,Domain of unknown function (DUF3458_C) ARM repeats
PF03244,1,1,Photosystem I reaction centre subunit VI
PF04379,3,2,ApaG domain
PF03556,2,2,Cullin binding
PF14555,5,4,UBA-like domain
PF16420,2,1,Ubiquitin-like modifier-activating enzyme ATG7 N-terminus
PF14736,2,0,Protein N-terminal asparagine amidohydrolase
PF04760,1,1,"Translation initiation factor IF-2, N-terminal region"
PF01028,1,1,"Eukaryotic DNA topoisomerase I, catalytic core"
PF02919,1,1,"Eukaryotic DNA topoisomerase I, DNA binding fragment"
PF14370,1,1,C-terminal topoisomerase domain
PF11715,1,1,Nucleoporin Nup120/160
PF01813,1,1,ATP synthase subunit D
PF08701,1,1,GNL3L/Grn1 putative GTPase
PF11899,1,1,Protein of unknown function (DUF3419)
PF05190,4,3,MutS family domain IV
PF13361,1,1,UvrD-like helicase C-terminal domain
PF02151,4,2,UvrB/uvrC motif
PF08755,4,3,Hemimethylated DNA-binding protein YccV like
PF08514,1,1,STAG domain
PF14661,2,0,HAUS augmin-like complex subunit 6 N-terminus
PF04190,1,1,Golgi to ER traffic protein 4
PF07297,1,1,Dolichol phosphate-mannose biosynthesis regulatory protein (DPM2)
PF12037,1,1,"ATPase family AAA domain-containing protein 3, N-terminal"
PF04084,1,1,Origin recognition complex subunit 2
PF01223,1,1,DNA/RNA non-specific endonuclease
PF00595,4,3,PDZ domain
PF09735,1,1,Nck-associated protein 1
PF13507,1,1,CobB/CobQ-like glutamine amidotransferase domain
PF18072,1,1,Formylglycinamide ribonucleotide amidotransferase linker domain
PF18076,1,1,Formylglycinamide ribonucleotide amidotransferase N-terminal
PF05131,1,1,Pep3/Vps18/deep orange family
PF01981,3,2,Peptidyl-tRNA hydrolase PTH2
PF09419,1,1,Mitochondrial PGP phosphatase
PF02671,2,1,Paired amphipathic helix repeat
PF08295,1,1,Sin3 family co-repressor
PF16879,1,1,C-terminal domain of Sin3a protein
PF08447,1,1,PAS fold
PF00887,3,4,Acyl CoA binding protein
PF00430,1,1,ATP synthase B/B' CF(0)
PF00163,3,3,Ribosomal protein S4/S9 N-terminal domain
PF18263,1,1,MCM6 C-terminal winged-helix domain
PF04121,2,1,Nuclear pore protein 84 / 107
PF00940,1,1,DNA-dependent RNA polymerase
PF14700,1,1,DNA-directed RNA polymerase N-terminal
PF01137,3,2,RNA 3'-terminal phosphate cyclase
PF05189,3,2,"RNA 3'-terminal phosphate cyclase (RTC), insert domain"
PF09741,1,1,Uncharacterized conserved protein (DUF2045)
PF10458,1,1,Valyl tRNA synthetase tRNA binding arm
PF00670,1,1,"S-adenosyl-L-homocysteine hydrolase, NAD binding domain"
PF05221,1,1,S-adenosyl-L-homocysteine hydrolase
PF02163,1,1,Peptidase family M50
PF01501,1,1,Glycosyl transferase family 8
PF06427,1,1,UDP-glucose:Glycoprotein Glucosyltransferase
PF18400,1,1,Thioredoxin-like domain
PF18401,1,1,Thioredoxin-like domain
PF18402,1,1,Thioredoxin-like domain
PF18403,1,1,Thioredoxin-like domain
PF18404,1,1,Glucosyltransferase 24
PF11927,1,1,Protein of unknown function (DUF3445)
PF09190,3,1,DALR domain
PF05285,1,1,SDA1
PF08158,1,1,NUC130/3NT domain
PF10672,1,1,S-adenosylmethionine-dependent methyltransferase
PF17785,1,1,PUA-like domain
PF02114,1,1,Phosducin
PF04597,1,1,Ribophorin I
PF08569,1,1,Mo25-like
PF04152,1,1,Mre11 DNA-binding presumed domain
PF17832,2,2,Pre-PUA-like domain
PF01783,1,0,Ribosomal L32p protein family
PF14381,1,1,Ethylene-responsive protein kinase Le-CTR1
PF05676,1,0,NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7)
PF01293,1,1,Phosphoenolpyruvate carboxykinase
PF14323,1,1,GxGYxYP putative glycoside hydrolase C-terminal domain
PF16216,1,1,GxGYxY sequence motif in domain of unknown function N-terminal
PF03660,1,1,PHF5-like protein
PF01633,3,3,Choline/ethanolamine kinase
PF08028,2,3,"Acyl-CoA dehydrogenase, C-terminal domain"
PF13925,1,0,con80 domain of Katanin
PF08490,1,1,Domain of unknown function (DUF1744)
PF10108,1,0,Predicted 3'-5' exonuclease related to the exonuclease domain of PolB
PF13482,1,0,RNase_H superfamily
PF13301,1,1,Protein of unknown function (DUF4079)
PF01429,2,2,Methyl-CpG binding domain
PF03517,2,1,Regulator of volume decrease after cellular swelling
PF09803,1,1,Pet100
PF02325,2,1,YGGT family
PF00885,1,1,"6,7-dimethyl-8-ribityllumazine synthase"
PF07231,1,0,Hs1pro-1 N-terminus
PF06728,2,1,GPI transamidase subunit PIG-U
PF14299,1,1,Phloem protein 2
PF04520,2,1,Senescence regulator
PF00113,2,0,"Enolase, C-terminal TIM barrel domain"
PF03952,2,0,"Enolase, N-terminal domain"
PF13378,2,0,Enolase C-terminal domain-like
PF03595,2,0,Voltage-dependent anion channel
PF07011,1,0,Early Flowering 4 domain
PF06886,1,1,Targeting protein for Xklp2 (TPX2) domain
PF12214,1,1,Cell cycle regulated microtubule associated protein
PF00351,1,1,Biopterin-dependent aromatic amino acid hydroxylase
PF00396,1,1,Granulin
PF11069,1,1,Cilia- and flagella-associated protein 298
PF04112,1,0,"Mak10 subunit, NatC N(alpha)-terminal acetyltransferase"
PF13324,1,1,Grap2 and cyclin-D-interacting
PF16865,2,3,"Glutathione S-transferase, C-terminal domain"
PF02824,5,4,TGS domain
PF06870,1,1,A49-like RNA polymerase I associated factor
PF14617,1,1,U3-containing 90S pre-ribosomal complex subunit
PF01712,1,1,Deoxynucleoside kinase
PF09912,1,1,Uncharacterized protein conserved in bacteria (DUF2141)
PF01743,2,1,Poly A polymerase head domain
PF12627,2,0,Probable RNA and SrmB- binding site of polymerase A
PF03709,1,0,"Orn/Lys/Arg decarboxylase, N-terminal domain"
PF00564,2,3,PB1 domain
PF01182,1,1,Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase
PF14159,3,2,CAAD domains of cyanobacterial aminoacyl-tRNA synthetase
PF02581,4,2,Thiamine monophosphate synthase
PF01988,2,2,VIT family
PF13173,1,1,AAA domain
PF05600,1,1,CDK5 regulatory subunit-associated protein 3
PF03130,1,1,PBS lyase HEAT-like repeat
PF03398,1,1,Regulator of Vps4 activity in the MVB pathway
PF12345,1,1,Protein of unknown function (DUF3641)
PF06463,1,1,Molybdenum Cofactor Synthesis C
PF04676,2,1,Protein similar to CwfJ C-terminus 2
PF04677,2,1,Protein similar to CwfJ C-terminus 1
PF15704,1,1,Mitochondrial ATP synthase subunit
PF00827,1,1,Ribosomal L15
PF03147,1,1,Ferredoxin-fold anticodon binding domain
PF09280,1,1,XPC-binding domain
PF16906,1,1,"Ribosomal proteins L26 eukaryotic, L24P archaeal"
PF14655,1,1,Rab3 GTPase-activating protein regulatory subunit N-terminus
PF09790,1,1,Hyccin
PF08577,1,1,PI31 proteasome regulator
PF11566,1,0,PI31 proteasome regulator N-terminal
PF01168,2,2,"Alanine racemase, N-terminal domain"
PF12745,1,1,Anticodon binding domain of tRNAs
PF03450,1,1,CO dehydrogenase flavoprotein C-terminal domain
PF01241,2,2,Photosystem I psaG / psaK
PF09173,1,1,"Initiation factor eIF2 gamma, C terminal"
PF02150,1,1,RNA polymerases M/15 Kd subunit
PF13867,3,3,Sin3 binding region of histone deacetylase complex subunit SAP30
PF05018,2,2,CFA20 domain
PF01474,2,1,Class-II DAHP synthetase family
PF01933,2,1,2-phospho-L-lactate transferase CofD
PF13369,10,4,Transglutaminase-like superfamily
PF00436,1,1,Single-strand binding protein family
PF16752,2,1,Tubulin-specific chaperone C N-terminal domain
PF00750,1,1,tRNA synthetases class I (R)
PF03485,1,1,Arginyl tRNA synthetase N terminal domain
PF05746,1,1,DALR anticodon binding domain
PF07847,1,0,PCO_ADO
PF04227,1,1,Indigoidine synthase A like protein
PF00262,1,1,Calreticulin family
PF08409,2,1,"Protein O-mannosyl-transferase TMTC, DUF1736"
PF03931,3,3,"Skp1 family, tetramerisation domain"
PF11712,1,1,Endoplasmic reticulum-based factor for assembly of V-ATPase
PF01782,1,1,RimM N-terminal domain
PF14523,1,1,Syntaxin-like protein
PF13599,2,2,Pentapeptide repeats (9 copies)
PF00724,3,1,NADH:flavin oxidoreductase / NADH oxidase family
PF12923,1,1,Ribosomal RNA-processing protein 7 (RRP7) C-terminal domain
PF18383,1,0,Intraflagellar transport 81 calponin homology domain
PF10262,1,1,Rdx family
PF00994,7,4,Probable molybdopterin binding domain
PF16897,3,2,C-terminal region of MMR_HSR1 domain
PF00108,2,1,"Thiolase, N-terminal domain"
PF02803,2,2,"Thiolase, C-terminal domain"
PF16123,1,1,Hydroxyacylglutathione hydrolase C-terminus
PF01035,1,0,"6-O-methylguanine DNA methyltransferase, DNA binding domain"
PF04263,1,1,"Thiamin pyrophosphokinase, catalytic domain"
PF04265,1,1,"Thiamin pyrophosphokinase, vitamin B1 binding domain"
PF00613,2,1,"Phosphoinositide 3-kinase family, accessory domain (PIK domain)"
PF00792,1,1,Phosphoinositide 3-kinase C2
PF10392,1,1,Golgi transport complex subunit 5
PF10288,1,1,Cytoplasmic tRNA 2-thiolation protein 2
PF01627,1,1,Hpt domain
PF05153,2,1,Myo-inositol oxygenase
PF02735,6,2,Ku70/Ku80 beta-barrel domain
PF03731,5,1,Ku70/Ku80 N-terminal alpha/beta domain
PF08785,2,1,Ku C terminal domain like
PF04442,1,1,Cytochrome c oxidase assembly protein CtaG/Cox11
PF05022,2,1,"SRP40, C-terminal domain"
PF12572,1,1,Protein of unknown function (DUF3752)
PF03948,1,1,"Ribosomal protein L9, C-terminal domain"
PF03999,1,1,Microtubule associated protein (MAP65/ASE1 family)
PF00215,1,1,Orotidine 5'-phosphate decarboxylase / HUMPS family
PF14939,1,0,"DDB1-and CUL4-substrate receptor 15, WD repeat"
PF07200,1,1,Modifier of rudimentary (Mod(r)) protein
PF06741,1,1,LsmAD domain
PF14438,2,2,Ataxin 2 SM domain
PF00244,1,1,14-3-3 protein
PF02797,1,1,"Chalcone and stilbene synthases, C-terminal domain"
PF09736,1,1,Pre-mRNA-splicing factor of RES complex
PF01329,3,1,Pterin 4 alpha carbinolamine dehydratase
PF13541,3,1,Subunit ChlI of Mg-chelatase
PF03134,3,1,"TB2/DP1, HVA22 family"
PF03224,1,1,V-ATPase subunit H
PF11698,1,1,V-ATPase subunit H
PF07962,2,1,Replication Fork Protection Component Swi3
PF06047,1,1,NF-kappa-B-activating protein C-terminal domain
PF04727,2,2,ELMO/CED-12 family
PF08510,1,0,PIG-P
PF04882,1,1,Peroxin-3
PF05421,1,0,Protein of unknown function (DUF751)
PF03124,1,1,EXS family
PF15749,2,0,MRN-interacting protein
PF09072,1,0,Translation machinery associated TMA7
PF06565,1,1,DM10 domain
PF01597,1,1,Glycine cleavage H-protein
PF15924,1,1,ALG11 mannosyltransferase N-terminus
PF07168,2,2,Ureide permease
PF07542,1,1,ATP12 chaperone protein
PF06159,1,1,Protein of unknown function (DUF974)
PF06087,3,1,Tyrosyl-DNA phosphodiesterase
PF02943,1,1,Ferredoxin thioredoxin reductase catalytic beta chain
PF14881,1,1,Tubulin domain
PF03345,1,1,Oligosaccharyltransferase 48 kDa subunit beta
PF00732,1,1,GMC oxidoreductase
PF05199,1,1,GMC oxidoreductase
PF03071,4,2,GNT-I family
PF02617,2,1,ATP-dependent Clp protease adaptor protein ClpS
PF00490,1,1,Delta-aminolevulinic acid dehydratase
PF00468,1,0,Ribosomal protein L34
PF12014,2,2,Cyclin D1 binding domain
PF14926,1,0,Cilia- and flagella-associated protein 300
PF13902,1,1,R3H-associated N-terminal domain
PF05127,2,2,Helicase
PF13538,1,1,UvrD-like helicase C-terminal domain
PF14490,1,1,Helix-hairpin-helix containing domain
PF18335,1,1,ATP-dependent RecD-like DNA helicase SH3 domain
PF17942,1,1,Morc6 ribosomal protein S5 domain 2-like
PF05147,1,1,Lanthionine synthetase C-like protein
PF01477,2,2,PLAT/LH2 domain
PF06916,2,2,FAM210A/B-like domain
PF02129,1,0,X-Pro dipeptidyl-peptidase (S15 family)
PF08530,1,1,X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain
PF05346,1,1,Eukaryotic membrane protein family
PF02731,1,1,SKIP/SNW domain
PF04893,4,2,Yip1 domain
PF13380,1,1,CoA binding domain
PF05291,1,1,Bystin
PF01984,1,1,Double-stranded DNA-binding domain
PF08231,1,1,SYF2 splicing factor
PF08059,1,1,SEP domain
PF09247,1,1,TATA box-binding protein binding
PF12157,1,1,Protein of unknown function (DUF3591)
PF05191,1,1,"Adenylate kinase, active site lid"
PF03531,1,1,Structure-specific recognition protein (SSRP1)
PF17292,1,0,POB3-like N-terminal PH domain
PF01131,4,2,DNA topoisomerase
PF12719,3,1,"Nuclear condensing complex subunits, C-term domain"
PF07774,1,0,"ER membrane protein complex subunit 1, C-terminal"
PF07934,1,0,"8-oxoguanine DNA glycosylase, N-terminal domain"
PF04124,2,1,Dor1-like family
PF01960,1,0,ArgJ family
PF10403,1,0,Rad4 beta-hairpin domain 1
PF10404,1,0,Rad4 beta-hairpin domain 2
PF10405,1,0,Rad4 beta-hairpin domain 3
PF17769,1,0,Phosphoribosylaminoimidazole carboxylase C-terminal domain
PF11282,1,0,Protein of unknown function (DUF3082)
PF05694,1,0,56kDa selenium binding protein (SBP56)
PF00210,4,2,Ferritin-like domain
PF13691,2,0,tRNase Z endonuclease
PF09748,1,0,Transcription factor subunit Med10 of Mediator complex
PF02765,1,0,Telomeric single stranded DNA binding POT1/CDC13
PF16686,1,0,ssDNA-binding domain of telomere protection protein
PF16901,1,1,C-terminal domain of alpha-glycerophosphate oxidase
PF02560,1,1,Cyanate lyase C-terminal domain
PF04827,1,0,Plant transposon protein
PF13359,1,0,DDE superfamily endonuclease
PF02913,2,2,"FAD linked oxidases, C-terminal domain"
PF00127,1,1,"Copper binding proteins, plastocyanin/azurin family"
PF13473,1,1,Cupredoxin-like domain
PF07817,1,0,GLE1-like protein
PF09507,1,1,DNA polymerase subunit Cdc27
PF05139,1,1,Erythromycin esterase
PF04683,1,1,Proteasome complex subunit Rpn13 ubiquitin receptor
PF16550,1,1,UCH-binding domain
PF03669,1,0,PAT complex subunit Asterix
PF01379,1,1,"Porphobilinogen deaminase, dipyromethane cofactor binding domain"
PF03900,1,1,"Porphobilinogen deaminase, C-terminal domain"
PF03635,1,0,Vacuolar protein sorting-associated protein 35
PF12752,1,1,SUZ domain
PF01541,3,1,GIY-YIG catalytic domain
PF01667,1,0,Ribosomal protein S27
PF01566,7,3,Natural resistance-associated macrophage protein
PF01068,4,3,ATP dependent DNA ligase domain
PF04675,4,3,DNA ligase N terminus
PF04679,3,3,ATP dependent DNA ligase C terminal region
PF09414,3,4,RNA ligase
PF03190,1,1,"Protein of unknown function, DUF255"
PF02207,2,0,Putative zinc finger in N-recognin (UBR box)
PF18995,1,1,Proteolysis_6 C-terminal
PF02636,4,2,Putative S-adenosyl-L-methionine-dependent methyltransferase
PF09787,2,0,Golgin subfamily A member 5
PF00804,2,2,Syntaxin
PF00986,1,1,"DNA gyrase B subunit, carboxyl terminus"
PF04979,1,1,Protein phosphatase inhibitor 2 (IPP-2)
PF04410,2,2,Gar1/Naf1 RNA binding region
PF02045,1,1,CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B
PF04762,1,0,IKI3 family
PF01029,1,1,NusB family
PF10780,1,0,39S ribosomal protein L53/MRP-L53
PF03985,1,1,Paf1
