GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
GTX0536PRED_000193	GTX0536_1:1077214-1085656	-	782	hypothetical protein											GO:0050290 sphingomyelin phosphodiesterase D activity		
GTX0536PRED_000194	GTX0536_1:1087645-1092205	-	405	hypothetical protein											GO:0016021 membrane; GO:0008324 monoatomic cation transmembrane transporter activity; GO:0006812 monoatomic cation transport; GO:0055085 transmembrane transport		
GTX0536PRED_000195	GTX0536_1:1092745-1096009	-	450	hypothetical protein											GO:0035267 NuA4 histone acetyltransferase complex; GO:0043968 histone H2A acetylation; GO:0006281 DNA repair; GO:0043967 histone H4 acetylation; GO:0006338 chromatin remodeling		
GTX0536PRED_000195	GTX0536_1:1092745-1095574	-	327	hypothetical protein											GO:0035267 NuA4 histone acetyltransferase complex; GO:0043968 histone H2A acetylation; GO:0006281 DNA repair; GO:0043967 histone H4 acetylation; GO:0006338 chromatin remodeling		
GTX0536PRED_000196	GTX0536_1:1096200-1098141	+	353	hypothetical protein											GO:0008234 cysteine-type peptidase activity; GO:0006508 proteolysis		
GTX0536PRED_000197	GTX0536_1:1098824-1105617	+	600	hypothetical protein											GO:0016020 membrane; GO:0016491 oxidoreductase activity; GO:0051537 2 iron, 2 sulfur cluster binding		
GTX0536PRED_000198	GTX0536_1:1107915-1109602	+	302	hypothetical protein											GO:0089701 U2AF complex; GO:0003723 RNA binding; GO:0003676 nucleic acid binding; GO:0046872 metal ion binding; GO:0000398 mRNA splicing, via spliceosome		
GTX0536PRED_000199	GTX0536_1:1110756-1114761	-	739	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_000200	GTX0536_1:1115586-1122076	-	647	hypothetical protein											GO:0008234 cysteine-type peptidase activity; GO:0006508 proteolysis		
GTX0536PRED_000201	GTX0536_1:1122540-1129629	-	1020	hypothetical protein											GO:0004842 ubiquitin-protein transferase activity; GO:0016567 protein ubiquitination		
GTX0536PRED_000202	GTX0536_1:1132154-1133741	+	127	hypothetical protein													
GTX0536PRED_000203	GTX0536_1:1136034-1143678	+	1223	hypothetical protein													
GTX0536PRED_000204	GTX0536_1:1146372-1163017	-	1355	hypothetical protein													
GTX0536PRED_000204	GTX0536_1:1146372-1160908	-	1073	hypothetical protein													
GTX0536PRED_000205	GTX0536_1:1163275-1164417	+	190	hypothetical protein											GO:0003676 nucleic acid binding		
GTX0536PRED_000206	GTX0536_1:1165763-1166662	+	188	hypothetical protein													
GTX0536PRED_000207	GTX0536_1:1167537-1169387	-	355	hypothetical protein											GO:0016491 oxidoreductase activity		
GTX0536PRED_000208	GTX0536_1:1169869-1181370	+	933	hypothetical protein											GO:0000938 GARP complex; GO:0042147 retrograde transport, endosome to Golgi		
GTX0536PRED_000209	GTX0536_1:1181834-1185551	-	715	hypothetical protein													
GTX0536PRED_000210	GTX0536_1:1186530-1198216	+	1377	hypothetical protein													
GTX0536PRED_000211	GTX0536_1:1199066-1200287	-	306	hypothetical protein											GO:0008270 zinc ion binding		
GTX0536PRED_000212	GTX0536_1:1200609-1201402	+	118	hypothetical protein													
GTX0536PRED_000213	GTX0536_1:1202158-1203630	+	279	hypothetical protein													
GTX0536PRED_000213	GTX0536_1:1202158-1203201	+	231	hypothetical protein													
GTX0536PRED_000214	GTX0536_1:1204361-1205354	+	195	hypothetical protein													
GTX0536PRED_000215	GTX0536_1:1206742-1212296	-	896	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_000216	GTX0536_1:1212738-1214803	+	333	hypothetical protein											GO:0016788 hydrolase activity, acting on ester bonds		
GTX0536PRED_000217	GTX0536_1:1216174-1218954	+	425	hypothetical protein											GO:0016491 oxidoreductase activity		
GTX0536PRED_000218	GTX0536_1:1220472-1221980	+	203	hypothetical protein													
GTX0536PRED_012625	GTX0536_1:1225767-1227279	+	503	hypothetical protein													
GTX0536PRED_000219	GTX0536_1:1229625-1230638	+	220	hypothetical protein													
GTX0536PRED_000220	GTX0536_1:1230815-1231220	+	134	hypothetical protein													
GTX0536PRED_000221	GTX0536_1:1232361-1233260	+	249	hypothetical protein													
GTX0536PRED_000222	GTX0536_1:1234459-1239850	+	599	hypothetical protein											GO:0005737 cytoplasm; GO:0000166 nucleotide binding; GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0004824 lysine-tRNA ligase activity; GO:0004812 aminoacyl-tRNA ligase activity; GO:0006418 tRNA aminoacylation for protein translation; GO:0006430 lysyl-tRNA aminoacylation		
GTX0536PRED_000222	GTX0536_1:1235027-1239850	+	463	hypothetical protein											GO:0005737 cytoplasm; GO:0000166 nucleotide binding; GO:0005524 ATP binding; GO:0003676 nucleic acid binding; GO:0004824 lysine-tRNA ligase activity; GO:0004812 aminoacyl-tRNA ligase activity; GO:0006418 tRNA aminoacylation for protein translation; GO:0006430 lysyl-tRNA aminoacylation		
GTX0536PRED_000223	GTX0536_1:1240984-1242380	+	245	hypothetical protein													
GTX0536PRED_000224	GTX0536_1:1243879-1248068	+	475	hypothetical protein											GO:0003743 translation initiation factor activity; GO:0005515 protein binding; GO:0006413 translational initiation		
GTX0536PRED_000225	GTX0536_1:1248429-1250827	-	376	hypothetical protein											GO:0000287 magnesium ion binding; GO:0008897 holo-[acyl-carrier-protein] synthase activity		
GTX0536PRED_000226	GTX0536_1:1252468-1255241	-	335	Meiotic recombination protein DMC1 B											GO:0005634 nucleus; GO:0003677 DNA binding; GO:0000166 nucleotide binding; GO:0005524 ATP binding; GO:0008094 ATP-dependent activity, acting on DNA; GO:0000150 DNA strand exchange activity; GO:0006281 DNA repair; GO:0007131 reciprocal meiotic recombination; GO:0006259 DNA metabolic process		
GTX0536PRED_000227	GTX0536_1:1256247-1266522	+	1044	hypothetical protein											GO:0004843 cysteine-type deubiquitinase activity; GO:0016579 protein deubiquitination; GO:0006511 ubiquitin-dependent protein catabolic process		
GTX0536PRED_000227	GTX0536_1:1259852-1266522	+	756	hypothetical protein											GO:0004843 cysteine-type deubiquitinase activity; GO:0016579 protein deubiquitination; GO:0006511 ubiquitin-dependent protein catabolic process		
GTX0536PRED_000228	GTX0536_1:1266695-1268725	-	267	hypothetical protein											GO:0047429 nucleoside triphosphate diphosphatase activity; GO:0009143 nucleoside triphosphate catabolic process		
GTX0536PRED_000230	GTX0536_1:1272043-1278764	-	566	cytochrome P450-dit2											GO:0016020 membrane; GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
GTX0536PRED_000231	GTX0536_1:1279170-1285192	+	819	hypothetical protein											GO:0016020 membrane; GO:0005216 monoatomic ion channel activity; GO:0005249 voltage-gated potassium channel activity; GO:0005515 protein binding; GO:0006811 monoatomic ion transport; GO:0006813 potassium ion transport; GO:0055085 transmembrane transport		
GTX0536PRED_000232	GTX0536_1:1285493-1286153	-	129	hypothetical protein													
GTX0536PRED_000233	GTX0536_1:1286482-1291653	+	420	hypothetical protein											GO:0016021 membrane		
GTX0536PRED_000234	GTX0536_1:1293804-1301063	+	1092	hypothetical protein											GO:0003924 GTPase activity; GO:0005525 GTP binding		
GTX0536PRED_000235	GTX0536_1:1301422-1307033	-	1266	hypothetical protein													
GTX0536PRED_000236	GTX0536_1:1307785-1322320	+	1298	hypothetical protein											GO:0005856 cytoskeleton; GO:1990939 microtubule motor activity; GO:0005524 ATP binding; GO:0003777 microtubule motor activity; GO:0008017 microtubule binding; GO:0007018 microtubule-based movement		
GTX0536PRED_000237	GTX0536_1:1322830-1326448	+	364	hypothetical protein											GO:0045261 proton-transporting ATP synthase complex, catalytic core F(1); GO:0046933 proton-transporting ATP synthase activity, rotational mechanism; GO:0015986 proton motive force-driven ATP synthesis		
GTX0536PRED_000238	GTX0536_1:1327997-1330864	+	486	hypothetical protein											GO:0016021 membrane; GO:0005381 iron ion transmembrane transporter activity; GO:0034755 iron ion transmembrane transport		
GTX0536PRED_000239	GTX0536_1:1331361-1333519	-	452	hypothetical protein											GO:0016765 transferase activity, transferring alkyl or aryl (other than methyl) groups		
GTX0536PRED_000240	GTX0536_1:1334264-1342393	-	698	hypothetical protein											GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0005509 calcium ion binding; GO:0071704 organic substance metabolic process		
GTX0536PRED_000241	GTX0536_1:1343928-1344522	-	114	hypothetical protein													
GTX0536PRED_000242	GTX0536_1:1344931-1346638	+	308	hypothetical protein											GO:0003824 catalytic activity; GO:0006284 base-excision repair; GO:0006281 DNA repair		
GTX0536PRED_000243	GTX0536_1:1348028-1349983	+	275	hypothetical protein											GO:0004411 homogentisate 1,2-dioxygenase activity; GO:0006570 tyrosine metabolic process; GO:0006559 L-phenylalanine catabolic process		
GTX0536PRED_000244	GTX0536_1:1350337-1351932	-	315	hypothetical protein													
GTX0536PRED_000245	GTX0536_1:1359953-1361386	+	100	hypothetical protein													
GTX0536PRED_000246	GTX0536_1:1362111-1365894	-	576	hypothetical protein													
GTX0536PRED_000247	GTX0536_1:1368866-1370680	-	196	hypothetical protein											GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_000248	GTX0536_1:1371208-1381647	+	1517	hypothetical protein											GO:0016791 phosphatase activity; GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
GTX0536PRED_000249	GTX0536_1:1384729-1392573	-	772	hypothetical protein											GO:0003677 DNA binding; GO:0005524 ATP binding		
GTX0536PRED_000250	GTX0536_1:1393059-1395391	+	234	hypothetical protein													
GTX0536PRED_000250	GTX0536_1:1393059-1395239	+	182	hypothetical protein													
GTX0536PRED_000251	GTX0536_1:1402163-1405461	+	367	hypothetical protein													
GTX0536PRED_000252	GTX0536_1:1406085-1408544	-	389	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_000252	GTX0536_1:1406085-1408323	-	341	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_000253	GTX0536_1:1408880-1414177	-	766	hypothetical protein													
GTX0536PRED_000254	GTX0536_1:1416671-1423070	-	600	hypothetical protein													
GTX0536PRED_000255	GTX0536_1:1423363-1425505	+	531	hypothetical protein											GO:0003723 RNA binding; GO:0003676 nucleic acid binding; GO:0005515 protein binding		
GTX0536PRED_000256	GTX0536_1:1427952-1429304	+	207	hypothetical protein													
GTX0536PRED_000257	GTX0536_1:1429435-1430162	-	164	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_000258	GTX0536_1:1430481-1431527	+	215	hypothetical protein													
GTX0536PRED_000259	GTX0536_1:1432348-1433738	-	224	hypothetical protein											GO:0016671 oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor; GO:0033743 peptide-methionine (R)-S-oxide reductase activity; GO:0006979 response to oxidative stress; GO:0030091 protein repair		
GTX0536PRED_000260	GTX0536_1:1434830-1437682	-	313	hypothetical protein													
GTX0536PRED_000261	GTX0536_1:1437935-1446285	+	1024	hypothetical protein											GO:0032040 small-subunit processome		
GTX0536PRED_000262	GTX0536_1:1447066-1456974	+	1374	hypothetical protein													
GTX0536PRED_000262	GTX0536_1:1447066-1456526	+	1362	hypothetical protein													
GTX0536PRED_000263	GTX0536_1:1457245-1461046	+	696	hypothetical protein											GO:0016020 membrane; GO:0016758 hexosyltransferase activity; GO:0006486 protein glycosylation		
GTX0536PRED_000264	GTX0536_1:1462300-1467426	-	604	hypothetical protein											GO:0005509 calcium ion binding; GO:0004657 proline dehydrogenase activity; GO:0006562 proline catabolic process		
GTX0536PRED_000265	GTX0536_1:1468151-1469137	+	172	V-type proton ATPase subunit c2											GO:0033179 proton-transporting V-type ATPase, V0 domain; GO:0033177 proton-transporting two-sector ATPase complex, proton-transporting domain; GO:0015078 proton transmembrane transporter activity; GO:1902600 proton transmembrane transport		
GTX0536PRED_000266	GTX0536_1:1470791-1474016	+	401	hypothetical protein													
GTX0536PRED_000267	GTX0536_1:1474867-1482029	-	563	hypothetical protein											GO:0030145 manganese ion binding; GO:0070006 metalloaminopeptidase activity		
GTX0536PRED_000267	GTX0536_1:1474867-1481854	-	529	hypothetical protein											GO:0030145 manganese ion binding; GO:0070006 metalloaminopeptidase activity		
GTX0536PRED_000267	GTX0536_1:1475829-1482029	-	506	hypothetical protein											GO:0030145 manganese ion binding; GO:0070006 metalloaminopeptidase activity		
GTX0536PRED_000268	GTX0536_1:1488509-1496876	+	779	hypothetical protein											GO:0016020 membrane; GO:0015079 potassium ion transmembrane transporter activity; GO:0071805 potassium ion transmembrane transport		
GTX0536PRED_000269	GTX0536_1:1497930-1500494	-	346	hypothetical protein													
GTX0536PRED_000270	GTX0536_1:1500874-1503496	+	488	hypothetical protein													
GTX0536PRED_000271	GTX0536_1:1503978-1506869	-	503	hypothetical protein													
GTX0536PRED_000272	GTX0536_1:1508543-1510529	-	525	hypothetical protein													
GTX0536PRED_000273	GTX0536_1:1510916-1513796	+	375	hypothetical protein													
GTX0536PRED_000274	GTX0536_1:1516346-1520489	+	683	hypothetical protein											GO:0080019 alcohol-forming very long-chain fatty acyl-CoA reductase activity		
GTX0536PRED_000275	GTX0536_1:1521081-1521405	-	107	Dynein light chain roadblock-type 2											GO:0005868 cytoplasmic dynein complex; GO:0007018 microtubule-based movement		
GTX0536PRED_000276	GTX0536_1:1521602-1526845	+	540	hypothetical protein													
GTX0536PRED_000276	GTX0536_1:1521831-1526845	+	521	hypothetical protein													
GTX0536PRED_000277	GTX0536_1:1527080-1529974	-	167	hypothetical protein											GO:0005515 protein binding		
GTX0536PRED_000278	GTX0536_1:1530883-1534647	+	468	hypothetical protein													
GTX0536PRED_000279	GTX0536_1:1535324-1536115	-	140	hypothetical protein											GO:0016021 membrane		
GTX0536PRED_000280	GTX0536_1:1537889-1539330	-	259	hypothetical protein											GO:0016020 membrane; GO:0009765 photosynthesis, light harvesting		
GTX0536PRED_000281	GTX0536_1:1539745-1540509	+	161	hypothetical protein													
GTX0536PRED_000282	GTX0536_1:1541403-1542197	+	219	hypothetical protein											GO:0003723 RNA binding; GO:0009982 pseudouridine synthase activity; GO:0001522 pseudouridine synthesis; GO:0009451 RNA modification		
GTX0536PRED_000283	GTX0536_1:1544391-1547020	-	525	hypothetical protein													
GTX0536PRED_000284	GTX0536_1:1547435-1548043	+	100	hypothetical protein													
GTX0536PRED_000285	GTX0536_1:1549544-1551022	+	289	hypothetical protein													
GTX0536PRED_000286	GTX0536_1:1551672-1553544	-	369	hypothetical protein											GO:0008270 zinc ion binding		
GTX0536PRED_000287	GTX0536_1:1559745-1561977	+	370	hypothetical protein											GO:0030170 pyridoxal phosphate binding; GO:0003824 catalytic activity; GO:0030151 molybdenum ion binding		
GTX0536PRED_000287	GTX0536_1:1559919-1561977	+	332	hypothetical protein											GO:0030170 pyridoxal phosphate binding; GO:0003824 catalytic activity; GO:0030151 molybdenum ion binding		
GTX0536PRED_000288	GTX0536_1:1562672-1563659	-	267	hypothetical protein											GO:0008270 zinc ion binding		
GTX0536PRED_000289	GTX0536_1:1564654-1573231	-	845	hypothetical protein											GO:0019903 protein phosphatase binding; GO:0043666 regulation of phosphoprotein phosphatase activity		
