GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
SL003_000228	scaffold_1:1405266-1421970	-	1728	hypothetical protein											GO:0005524 ATP binding; GO:0003677 DNA binding; GO:0070615 ATP-dependent chromatin remodeler activity; GO:0017025 TBP-class protein binding; GO:0016887 ATP hydrolysis activity		
SL003_000229	scaffold_1:1422827-1430897	+	1605	hypothetical protein													
SL003_000230	scaffold_1:1436228-1439161	-	505	hypothetical protein											GO:0001735 prenylcysteine oxidase activity; GO:0016670 oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor; GO:0030328 prenylcysteine catabolic process		
SL003_000231	scaffold_1:1439700-1442325	+	385	hypothetical protein											GO:0004707 MAP kinase activity; GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_000232	scaffold_1:1442986-1443614	-	146	hypothetical protein											GO:0005634 nucleus; GO:0006367 transcription initiation at RNA polymerase II promoter		
SL003_000233	scaffold_1:1443900-1449577	+	925	hypothetical protein													
SL003_000234	scaffold_1:1450104-1450601	+	108	hypothetical protein											GO:0048487 beta-tubulin binding; GO:0007023 post-chaperonin tubulin folding pathway; GO:0007021 tubulin complex assembly		
SL003_000235	scaffold_1:1451528-1455972	-	558	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0008171 O-methyltransferase activity		
SL003_000236	scaffold_1:1456501-1460379	+	523	hypothetical protein											GO:0017000 antibiotic biosynthetic process		
SL003_000237	scaffold_1:1463466-1468089	+	344	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_000238	scaffold_1:1469370-1470804	-	477	hypothetical protein													
SL003_000239	scaffold_1:1471561-1479366	+	877	hypothetical protein											GO:0016021 membrane; GO:0140359 ABC-type transporter activity; GO:0047834 D-threo-aldose 1-dehydrogenase activity; GO:0005524 ATP binding; GO:0055085 transmembrane transport		
SL003_000240	scaffold_1:1481208-1483844	-	400	hypothetical protein											GO:0016787 hydrolase activity; GO:0008270 zinc ion binding; GO:0003676 nucleic acid binding		
SL003_000241	scaffold_1:1485180-1487762	+	270	hypothetical protein													
SL003_000242	scaffold_1:1494120-1495089	+	163	hypothetical protein													
SL003_000243	scaffold_1:1496762-1498184	+	473	hypothetical protein											GO:0043495 protein-membrane adaptor activity; GO:0005515 protein binding; GO:0071562 nucleus-vacuole junction assembly		
SL003_000244	scaffold_1:1498713-1502399	-	512	Serine/threonine-protein kinase smu1											GO:0005515 protein binding		
SL003_000245	scaffold_1:1502650-1504307	-	366	hypothetical protein											GO:0008168 methyltransferase activity		
SL003_000246	scaffold_1:1504875-1506579	+	307	hypothetical protein											GO:0005744 TIM23 mitochondrial import inner membrane translocase complex; GO:0005743 mitochondrial inner membrane; GO:0015031 protein transport		
SL003_000247	scaffold_1:1507742-1508710	-	218	hypothetical protein													
SL003_000248	scaffold_1:1510339-1511017	+	99	hypothetical protein													
SL003_000249	scaffold_1:1511197-1511560	+	54	hypothetical protein													
SL003_000250	scaffold_1:1512470-1521779	-	724	hypothetical protein											GO:0016740 transferase activity		
SL003_000251	scaffold_1:1528052-1532394	-	436	hypothetical protein													
SL003_000252	scaffold_1:1532528-1533779	-	190	hypothetical protein													
SL003_000253	scaffold_1:1533997-1534976	+	211	hypothetical protein													
SL003_000254	scaffold_1:1535351-1536905	-	247	hypothetical protein													
SL003_000255	scaffold_1:1537746-1538040	-	73	Ubiquitin-like 5											GO:0005515 protein binding; GO:0006464 protein modification process		
SL003_000256	scaffold_1:1538193-1538472	+	92	hypothetical protein											GO:0004869 cysteine-type endopeptidase inhibitor activity		
SL003_000257	scaffold_1:1538834-1544287	-	566	hypothetical protein													
SL003_000258	scaffold_1:1545088-1547453	+	425	AP-1 complex subunit mu-2											GO:0030131 clathrin adaptor complex; GO:0016192 vesicle-mediated transport; GO:0006886 intracellular protein transport		
SL003_000259	scaffold_1:1549009-1558973	+	1407	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_000260	scaffold_1:1563187-1578657	+	2277	hypothetical protein											GO:0030015 CCR4-NOT core complex; GO:0008168 methyltransferase activity; GO:0006417 regulation of translation; GO:0006364 rRNA processing		
SL003_000261	scaffold_1:1580313-1587974	+	1063	DNA polymerase delta catalytic subunit											GO:0000166 nucleotide binding; GO:0003887 DNA-directed DNA polymerase activity; GO:0003677 DNA binding; GO:0003676 nucleic acid binding		
SL003_000262	scaffold_1:1588601-1589501	-	168	hypothetical protein													
SL003_000263	scaffold_1:1590145-1593780	+	603	hypothetical protein											GO:0004672 protein kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_000264	scaffold_1:1594603-1599738	+	751	hypothetical protein													
SL003_000265	scaffold_1:1602447-1604658	-	434	hypothetical protein											GO:0016020 membrane; GO:0046873 metal ion transmembrane transporter activity; GO:0055085 transmembrane transport; GO:0030001 metal ion transport		
SL003_000266	scaffold_1:1605814-1612718	-	1149	hypothetical protein													
SL003_000267	scaffold_1:1613000-1626680	-	2062	hypothetical protein													
SL003_000268	scaffold_1:1627125-1637894	-	1460	hypothetical protein													
SL003_000269	scaffold_1:1638913-1643659	+	739	hypothetical protein											GO:0016021 membrane; GO:0005242 inward rectifier potassium channel activity; GO:0006813 potassium ion transport		
SL003_000270	scaffold_1:1644818-1648202	+	550	hypothetical protein													
SL003_000271	scaffold_1:1649069-1650524	+	105	hypothetical protein													
SL003_000272	scaffold_1:1651150-1655307	+	620	hypothetical protein											GO:0003677 DNA binding; GO:0006260 DNA replication		
SL003_000273	scaffold_1:1658918-1663593	-	541	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_000274	scaffold_1:1665045-1666128	-	284	hypothetical protein													
SL003_000275	scaffold_1:1666653-1669067	-	373	hypothetical protein											GO:0004672 protein kinase activity; GO:0004674 protein serine/threonine kinase activity; GO:0005524 ATP binding; GO:0006468 protein phosphorylation		
SL003_000276	scaffold_1:1670122-1670791	-	177	hypothetical protein													
SL003_000277	scaffold_1:1671953-1676123	+	530	hypothetical protein													
SL003_000278	scaffold_1:1681027-1682279	+	164	hypothetical protein											GO:0005515 protein binding		
SL003_000279	scaffold_1:1683110-1685232	-	372	hypothetical protein													
SL003_000280	scaffold_1:1685386-1687010	+	331	hypothetical protein											GO:0003723 RNA binding; GO:0006400 tRNA modification		
SL003_000281	scaffold_1:1687452-1688381	+	174	hypothetical protein											GO:0042721 TIM22 mitochondrial import inner membrane insertion complex; GO:0045039 protein insertion into mitochondrial inner membrane		
SL003_000282	scaffold_1:1688674-1691224	-	452	hypothetical protein											GO:0005515 protein binding		
SL003_000283	scaffold_1:1694850-1699728	-	649	hypothetical protein											GO:0004721 phosphoprotein phosphatase activity; GO:0016791 phosphatase activity; GO:0008138 protein tyrosine/serine/threonine phosphatase activity; GO:0004725 protein tyrosine phosphatase activity; GO:0016311 dephosphorylation; GO:0006470 protein dephosphorylation; GO:0007096 regulation of exit from mitosis		
SL003_000284	scaffold_1:1700193-1712682	+	1598	hypothetical protein													
SL003_000285	scaffold_1:1715401-1717371	-	349	hypothetical protein											GO:0016020 membrane		
SL003_000286	scaffold_1:1717941-1718790	+	282	hypothetical protein											GO:0005515 protein binding		
SL003_000287	scaffold_1:1720516-1723152	+	347	hypothetical protein											GO:0004402 histone acetyltransferase activity; GO:0006355 regulation of DNA-templated transcription; GO:0016573 histone acetylation		
SL003_000288	scaffold_1:1724023-1726536	-	240	hypothetical protein											GO:0003824 catalytic activity		
SL003_000289	scaffold_1:1727529-1730098	-	453	hypothetical protein											GO:0030131 clathrin adaptor complex; GO:0016192 vesicle-mediated transport; GO:0006886 intracellular protein transport		
SL003_000290	scaffold_1:1730578-1731483	+	159	hypothetical protein													
SL003_000291	scaffold_1:1733247-1740853	+	541	hypothetical protein											GO:0072669 tRNA-splicing ligase complex; GO:0003972 RNA ligase (ATP) activity; GO:0008452 RNA ligase activity; GO:0006388 tRNA splicing, via endonucleolytic cleavage and ligation; GO:0006396 RNA processing		
SL003_000292	scaffold_1:1741865-1747241	+	841	hypothetical protein											GO:0016020 membrane; GO:0005249 voltage-gated potassium channel activity; GO:0005216 monoatomic ion channel activity; GO:0006811 monoatomic ion transport; GO:0055085 transmembrane transport; GO:0006813 potassium ion transport		
SL003_000293	scaffold_1:1747933-1765086	+	2664	hypothetical protein													
SL003_000294	scaffold_1:1766211-1769596	-	555	hypothetical protein													
SL003_000295	scaffold_1:1770443-1771739	+	283	CCR4-NOT transcription complex subunit 9											GO:0030014 CCR4-NOT complex; GO:0006402 mRNA catabolic process		
SL003_000296	scaffold_1:1772701-1774814	+	303	hypothetical protein											GO:0016491 oxidoreductase activity		
SL003_000297	scaffold_1:1775522-1778253	-	363	hypothetical protein											GO:0016740 transferase activity; GO:0004314 [acyl-carrier-protein] S-malonyltransferase activity		
SL003_000299	scaffold_1:1780105-1781180	-	213	hypothetical protein											GO:0005840 ribosome; GO:0003735 structural constituent of ribosome; GO:0003723 RNA binding; GO:0006412 translation		
SL003_000300	scaffold_1:1781563-1782086	+	85	hypothetical protein													
SL003_000301	scaffold_1:1782329-1789244	-	828	hypothetical protein													
SL003_000302	scaffold_1:1789921-1795023	+	637	hypothetical protein											GO:0016491 oxidoreductase activity; GO:0010181 FMN binding		
SL003_000303	scaffold_1:1795722-1796207	-	131	hypothetical protein													
SL003_000304	scaffold_1:1797099-1802038	+	521	hypothetical protein											GO:0051287 NAD binding; GO:0004470 malic enzyme activity; GO:0004471 malate dehydrogenase (decarboxylating) (NAD+) activity		
SL003_000305	scaffold_1:1803354-1804638	-	263	hypothetical protein											GO:0004615 phosphomannomutase activity; GO:0009298 GDP-mannose biosynthetic process		
SL003_000306	scaffold_1:1805319-1806719	-	361	hypothetical protein													
SL003_000307	scaffold_1:1808928-1816032	-	529	hypothetical protein											GO:0016811 hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides		
SL003_000308	scaffold_1:1817168-1820718	-	407	hypothetical protein											GO:0009976 tocopherol cyclase activity		
SL003_000309	scaffold_1:1821334-1823667	+	356	hypothetical protein													
SL003_000310	scaffold_1:1824067-1825728	-	394	hypothetical protein											GO:0004853 uroporphyrinogen decarboxylase activity; GO:0006779 porphyrin-containing compound biosynthetic process		
SL003_000311	scaffold_1:1826689-1841928	+	2206	hypothetical protein											GO:0036064 ciliary basal body; GO:0005813 centrosome; GO:0044782 cilium organization		
SL003_000312	scaffold_1:1842395-1846517	-	574	hypothetical protein											GO:0016274 protein-arginine N-methyltransferase activity; GO:0018216 peptidyl-arginine methylation		
SL003_000313	scaffold_1:1846793-1851461	+	782	hypothetical protein											GO:0000145 exocyst; GO:0005737 cytoplasm; GO:0006887 exocytosis		
SL003_000314	scaffold_1:1851627-1852790	-	347	hypothetical protein													
SL003_000315	scaffold_1:1857632-1861821	-	512	hypothetical protein											GO:0003676 nucleic acid binding		
SL003_000316	scaffold_1:1862182-1862911	+	162	hypothetical protein											GO:0008270 zinc ion binding; GO:0003676 nucleic acid binding; GO:0006351 DNA-templated transcription; GO:0006379 mRNA cleavage		
SL003_000317	scaffold_1:1863943-1865079	+	191	hypothetical protein													
SL003_000318	scaffold_1:1870706-1873995	+	398	hypothetical protein													
SL003_000319	scaffold_1:1874478-1877012	+	360	hypothetical protein													
SL003_000320	scaffold_1:1878630-1881209	+	277	hypothetical protein													
SL003_000321	scaffold_1:1882626-1883967	+	233	hypothetical protein											GO:0005524 ATP binding		
SL003_000322	scaffold_1:1888616-1890879	+	211	hypothetical protein													
SL003_000323	scaffold_1:1891539-1893911	+	440	hypothetical protein											GO:0003700 DNA-binding transcription factor activity; GO:0003677 DNA binding; GO:0009873 ethylene-activated signaling pathway; GO:0006355 regulation of DNA-templated transcription		
SL003_000324	scaffold_1:1895682-1896686	-	163	hypothetical protein													
SL003_000325	scaffold_1:1897175-1900561	+	433	hypothetical protein											GO:0006914 autophagy		
SL003_000326	scaffold_1:1901244-1905325	-	595	hypothetical protein											GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
SL003_000327	scaffold_1:1907554-1911878	-	665	hypothetical protein											GO:0000902 cell morphogenesis		
SL003_000328	scaffold_1:1912557-1919411	-	753	hypothetical protein											GO:0003994 aconitate hydratase activity; GO:0051539 4 iron, 4 sulfur cluster binding; GO:0006099 tricarboxylic acid cycle		
SL003_000329	scaffold_1:1920391-1922713	+	363	hypothetical protein													
SL003_000330	scaffold_1:1922957-1926685	-	582	hypothetical protein											GO:0030688 preribosome, small subunit precursor; GO:0006364 rRNA processing		
SL003_000331	scaffold_1:1927074-1930819	+	574	hypothetical protein													
SL003_000332	scaffold_1:1930971-1932617	-	323	hypothetical protein											GO:0016020 membrane; GO:0005484 SNAP receptor activity; GO:0016192 vesicle-mediated transport; GO:0006886 intracellular protein transport		
